fullName,description,url,stars,size,language,pushedAt,forks,openIssues
ldcsaa/hp-soa,A fully functional; easy-to-use; and highly scalable microservice framework,https://github.com/ldcsaa/hp-soa,95,91851,Java,Sun Apr 12 00:43:20 CST 2026,11,0
datastaxdevs/workshop-ecommerce-app,Are you building or do you support an e-commerce website? If so; then this content is for you!  Worldwide digital sales in 2020 eclipsed four trillion dollars (USD). Businesses that want to compete; need a high performing e-commerce website. Here; we will demonstrate how to build a high performing persistence layer with DataStax ASTRA DB.,https://github.com/datastaxdevs/workshop-ecommerce-app,94,39747,Java,Sat Jul 19 04:09:44 CST 2025,62,45
p-vorobyev/spring-boot-starter-telegram,Spring TDLib. TDLib Telegram client with Spring Boot,https://github.com/p-vorobyev/spring-boot-starter-telegram,94,551770,Java,Wed Jan 07 05:22:47 CST 2026,21,0
yl-yue/yue-library,yue-library是一个基于SpringBoot封装的增强库，提供丰富的Java工具类库、优越的ORM框架、优雅的业务封装、优化的Spring环境配置、完善的规约限制、配套的代码生成平台,https://github.com/yl-yue/yue-library,94,7679,Java,Sun Jun 14 09:59:59 CST 2026,24,5
livk-cloud/spring-boot-extension,Spring Boot Starter功能拓展，添加了curator、disruptor、fesod、mapstruct、redisson、redisearch等第三方组件的集成，同时搭载JDK 21、SpringBoot 4.1,https://github.com/livk-cloud/spring-boot-extension,94,28270,Java,Tue Jun 30 05:49:45 CST 2026,21,4
DanielLiu1123/grpc-starter,Out-of-the-box; highly extensible Spring Boot starters for the cutting-edge gRPC ecosystem and modern Java — more integration; less abstraction.,https://github.com/DanielLiu1123/grpc-starter,94,2308,Java,Sat Jun 27 05:49:32 CST 2026,8,1
steventong/simple-microservices,microservices based on spring boot & spring cloud,https://github.com/steventong/simple-microservices,93,27,Java,Tue Aug 12 22:40:21 CST 2025,41,1
joinfaces/joinfaces-maven-jar-example, JoinFaces Maven Jar Example,https://github.com/joinfaces/joinfaces-maven-jar-example,93,4762,Java,Mon Jun 29 13:34:02 CST 2026,82,15
afet-yonetim-sistemi/ays-be,Afet Yönetim Sistemi Back-End,https://github.com/afet-yonetim-sistemi/ays-be,92,2706,Java,Sun Jun 21 14:49:32 CST 2026,17,1
shiyindaxiaojie/eden-demo-layer,An enhanced layered architecture; built upon the core principles from Alibaba's official Java Development Guidelines.,https://github.com/shiyindaxiaojie/eden-demo-layer,92,1021,Java,Sun Jan 11 02:22:20 CST 2026,12,2
senacor/elasticsearch-evolution,A library to migrate Elasticsearch and OpenSearch mappings. Inspired by Flyway.,https://github.com/senacor/elasticsearch-evolution,91,2476,Java,Fri Jun 19 00:13:04 CST 2026,22,7
AirPowerTeam/AirPower4J,🔥🔥🔥AirPower4J是一个基于 Java17、SpringBoot3.x、JPA&MySQL 的后端开发脚手架，其中包含了一些 RBAC、请求验证、CURD封装、异常处理、多租户SaaS、加解密与安全、WebSocket等模块，以满足日常开发的快捷、稳健、标准化等要求。,https://github.com/AirPowerTeam/AirPower4J,91,2515,Java,Tue Jun 23 04:42:01 CST 2026,20,0
jackieonway/sms-spring-boot-project,短信服务Spring Boot Starter ;目前支持腾讯、阿里、赛邮和云之讯短信服务，腾讯、阿里、赛邮和云之讯短信均已验证，期待各位小伙伴合作完善这个项目,https://github.com/jackieonway/sms-spring-boot-project,89,153,Java,Mon Nov 17 23:56:43 CST 2025,41,0
IMS94/spring-boot-jwt-authorization,Example project to do role based access control (RBAC) using Spring Boot and JWT,https://github.com/IMS94/spring-boot-jwt-authorization,89,564,Java,Thu Mar 05 11:02:16 CST 2026,37,1
Accenture/mercury,Reference engine for event-driven applications,https://github.com/Accenture/mercury,89,11700,Java,Sun Mar 01 16:27:39 CST 2026,38,8
bitDive/java-producer,Low-overhead Java agent for the Autonomous Verification Layer. Captures real runtime traces; SQL queries; and HTTP payloads in Spring Boot apps to enable trace-based testing.,https://github.com/bitDive/java-producer,88,712,Java,Wed Apr 29 07:08:35 CST 2026,4,1
gtiwari333/spring-boot-blog-app,Application to demonstrate several features of Spring Boot,https://github.com/gtiwari333/spring-boot-blog-app,88,505,Java,Wed Jun 03 13:03:13 CST 2026,29,3
Washingtonwei/hogwarts-artifacts-online,This is a sample back-end application designed to demonstrate typical use cases and best practices in Spring Boot development.,https://github.com/Washingtonwei/hogwarts-artifacts-online,87,310,Java,Wed Aug 13 18:08:03 CST 2025,21,0
trydofor/professional-wings,WingsBoot=BKB+BoT+SpringBoot: ①quickly achieve business goals; ②timely repay technical debt; ③safely refactor programs and business. We advocate defensive programming; May The `false` Be With You !,https://github.com/trydofor/professional-wings,87,8290,Java,Thu Jun 25 10:36:44 CST 2026,10,19
The-OAG-Development-Project/Application-Gateway,OWASP Application Gateway is an HTTP proxy that handles Oauth2 authentication and session management,https://github.com/The-OAG-Development-Project/Application-Gateway,87,4029,Java,Thu Mar 05 14:53:19 CST 2026,4,10
teambankrupt/open-project-bankrupt,Spring boot skeleton project with implemented authentication; firebase push; mail; FileUpload; account validation; activity logging etc.,https://github.com/teambankrupt/open-project-bankrupt,87,40024,Java,Fri Jul 11 19:55:54 CST 2025,45,2
ivangfr/springboot-kafka-connect-debezium-ksqldb,Experiment with Kafka; Debezium; and ksqlDB. research-service: Performs MySQL record manipulation. Source Connectors: Monitor MySQL changes; push messages to Kafka. Sink Connectors and kafka-research-consumer: Listen to Kafka; insert/update Elasticsearch. ksqlDB-Server: Listens to Kafka; performs joins; and pushes new messages to new Kafka topics.,https://github.com/ivangfr/springboot-kafka-connect-debezium-ksqldb,84,236006,Java,Tue Jan 06 14:19:46 CST 2026,49,0
ihub-pub/libs,IHub 组件库,https://github.com/ihub-pub/libs,84,2706,Java,Sat Jun 27 01:12:20 CST 2026,5,8
ralscha/springsecuritytotp,Spring Security Login with Google Authenticator (Time-based One-time Password Algorithm; TOTP),https://github.com/ralscha/springsecuritytotp,84,752,Java,Sat Jun 27 22:56:10 CST 2026,38,2
theborakompanioni/bitcoin-spring-boot-starter,Write enterprise Bitcoin applications with Spring Boot. Starter projects with multiple Bitcoin related modules that you can include in your application.,https://github.com/theborakompanioni/bitcoin-spring-boot-starter,83,13642,Java,Tue Jun 23 16:40:42 CST 2026,16,15
javagossip/dorado,基于Netty4开发的简单、轻量级、高性能的的Http restful api server,https://github.com/javagossip/dorado,83,1934,Java,Tue Jun 16 08:49:02 CST 2026,26,1
WongSilver/attendance_management_api,基于spring-boot vue的 学生考勤系统,https://github.com/WongSilver/attendance_management_api,83,3508,Java,Mon Jun 16 03:08:06 CST 2025,10,0
ralemy/pf4j-spring-tutorial,A step by step guide to create an application supporting third-party plugins in Java and Spring boot,https://github.com/ralemy/pf4j-spring-tutorial,83,399,Java,Fri Mar 27 17:16:41 CST 2026,25,6
ivangfr/springboot-elk-prometheus-grafana,The goal of this project is to implement a Spring Boot application; called movies-api; and use Filebeat & ELK Stack (Elasticsearch; Logstash and Kibana) to collect and visualize application's logs and Prometheus & Grafana to monitor application's metrics.,https://github.com/ivangfr/springboot-elk-prometheus-grafana,83,7872,Java,Sat Dec 20 14:25:18 CST 2025,56,0
monodot/camel-demos,🐪🐪 Demonstrations of various features of Apache Camel; mostly accompanied by unit tests; for your delight.,https://github.com/monodot/camel-demos,83,378,Java,Sun Oct 19 01:01:16 CST 2025,146,13
Haui-HIT-H2K/SmartCity-Platform,Bài dự thi PMNM 2025. Nền tảng Dữ liệu Đô thị (Smart City Platform) dựa trên kiến trúc đệm (Edge Storage) và chuẩn NGSI-LD.,https://github.com/Haui-HIT-H2K/SmartCity-Platform,83,4670,Java,Wed Dec 10 21:39:25 CST 2025,6,2
asyncapi/java-spring-template,Java Spring template for the AsyncAPI Generator,https://github.com/asyncapi/java-spring-template,82,12150,Java,Tue Jun 30 07:44:10 CST 2026,67,19
Nasruddin/elasticsearch-reactive-spring-data,:trophy: A very basic sample starter application for Elasticsearch using Reactive Spring Data,https://github.com/Nasruddin/elasticsearch-reactive-spring-data,82,22481,Java,Tue Aug 12 03:42:13 CST 2025,47,0
jhipster/jhipster-bom,JHipster BOM and server-side library,https://github.com/jhipster/jhipster-bom,82,5907,Java,Tue Jun 30 08:57:10 CST 2026,63,5
piomin/sample-spring-boot-on-kubernetes,Spring Boot on Kubernetes Demo Project,https://github.com/piomin/sample-spring-boot-on-kubernetes,82,143,Java,Thu Jun 18 13:57:23 CST 2026,74,1
piomin/sample-spring-boot-graphql,Demo application illustrating advanced usage of GraphQL with Spring Boot like filtering or relationship fetching,https://github.com/piomin/sample-spring-boot-graphql,81,92,Java,Wed Jun 10 12:42:37 CST 2026,47,3
Raouf25/Spring-Boot-efficient-search-API,,https://github.com/Raouf25/Spring-Boot-efficient-search-API,81,395,Java,Thu Jun 11 09:05:02 CST 2026,30,7
candrews/log4jdbc-spring-boot-starter,Starter for using Log4jdbc with Spring Boot,https://github.com/candrews/log4jdbc-spring-boot-starter,81,148,Java,Sun Sep 21 23:43:06 CST 2025,21,23
vbauer/herald,Log annotation for logging frameworks,https://github.com/vbauer/herald,80,689,Java,Fri Apr 10 16:51:52 CST 2026,9,3
MossaabFrifita/spring-boot-4-security-7-jwt,Spring Boot 4 & Spring Security 7 : Token Based Authentication example with JWT; Authorization; Spring Data & PostgreSQL,https://github.com/MossaabFrifita/spring-boot-4-security-7-jwt,80,93,Java,Sat Jan 24 14:13:41 CST 2026,22,0
aitxiaogang/xxl-job-boot-starter,快速集成XXL-JOB，通过java代码控制xxl-job管理平台，动态添加任务，修改任务，删除任务，开始任务，暂停任务，查询任务，执行任务等等,https://github.com/aitxiaogang/xxl-job-boot-starter,80,126,Java,Wed Mar 11 03:58:39 CST 2026,29,3
pddon/easy-spring-boot-api,A Fast API Development Framework Based on Springboot2 and java8,https://github.com/pddon/easy-spring-boot-api,80,2311,Java,Tue Jun 09 05:27:12 CST 2026,5,0
erroralex/Latent-Library,A local-first; high-performance desktop asset manager for AI image generations. Features universal metadata parsing (ComfyUI/A1111); instant SQLite search; visual duplicate detection; and offline AI auto-tagging.,https://github.com/erroralex/Latent-Library,80,42682,Java,Wed Mar 18 06:02:59 CST 2026,5,2
ThomasVitale/spring-cloud-gateway-resilience-security-observability,Example with Spring Boot 3 focused on resilience; security and observability. It uses Spring Cloud Gateway; Spring Security and Spring Cloud Circuit Breaker.,https://github.com/ThomasVitale/spring-cloud-gateway-resilience-security-observability,79,432,Java,Thu Feb 19 16:07:01 CST 2026,39,8
lixaviers/xavier-pms,人事管理系统，一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue3开发，持续更新中。,https://github.com/lixaviers/xavier-pms,79,3712,Java,Mon Jun 29 05:45:52 CST 2026,6,1
sixhours-team/memcached-spring-boot,Library that provides support for auto-configuration of Memcached cache in a Spring Boot application.,https://github.com/sixhours-team/memcached-spring-boot,78,1131,Java,Tue May 12 07:21:27 CST 2026,34,6
DevYangJC/intelli_hub,IntelliHub 是一个企业级 API 开放平台，提供 API 全生命周期管理、多租户鉴权、流量治理、应用中心及开发者服务。平台基于 Spring Cloud 微服务架构，集成网关、IAM、日志审计、搜索、AIGC 等核心能力，支持高可用、可扩展的开放生态体系建设，助力企业安全高效地对外开放服务能力。,https://github.com/DevYangJC/intelli_hub,77,2710,Java,Tue Jun 16 01:05:07 CST 2026,22,10
freefair/okhttp-spring-boot,Spring Boot starters for OkHttp,https://github.com/freefair/okhttp-spring-boot,77,8319,Java,Mon Jun 29 20:43:04 CST 2026,14,12
vijjayy81/spring-boot-jpa-rest-demo-filter-paging-sorting,Spring Boot Data JPA with Filter; Pagination and Sorting ,https://github.com/vijjayy81/spring-boot-jpa-rest-demo-filter-paging-sorting,77,28,Java,Mon Jul 14 00:39:48 CST 2025,44,4
hiwepy/spring-boot-starter-samples,spring-boot-starter-samples,https://github.com/hiwepy/spring-boot-starter-samples,76,493,Java,Mon Jun 08 01:57:10 CST 2026,53,8
apache/incubator-kie-kogito-apps,Kogito Apps houses source code for addons and supporting services for Kogito Runtimes,https://github.com/apache/incubator-kie-kogito-apps,76,81684,Java,Fri Jun 26 03:12:31 CST 2026,164,34
rollbar/rollbar-java,Rollbar for Java and Android,https://github.com/rollbar/rollbar-java,76,1491,Java,Mon Jun 15 16:10:54 CST 2026,75,11
finos/spring-bot,Spring Boot + Java Integration for Symphony/Teams Chat Platform Bots and Apps,https://github.com/finos/spring-bot,75,31883,Java,Wed Jun 03 04:24:21 CST 2026,38,11
bitDive/bitdive-test,Mock-free JUnit integration testing for Java & Spring Boot. Close the verification gap by turning captured runtime traces into deterministic tests. Zero mock scripts.,https://github.com/bitDive/bitdive-test,75,34,Java,Wed Nov 05 07:47:20 CST 2025,19,0
BrodyGaudel/bank,banking management web application with Spring Boot 3; Spring Security; Spring Cloud and Angular,https://github.com/BrodyGaudel/bank,75,2090,Java,Thu Feb 05 15:24:22 CST 2026,22,0
hiwepy/socketio-spring-boot-starter,Spring Boot Starter For Netty-socketio,https://github.com/hiwepy/socketio-spring-boot-starter,74,202,Java,Fri Jun 05 03:41:33 CST 2026,20,3
junweizeng/movie_recommendation_system_server,电影推荐系统（Movie Recommendation System，后端：Spring Boot + Spring Security + Spring Task + Redis + MyBatis-Plus）前后端分离项目,https://github.com/junweizeng/movie_recommendation_system_server,74,511,Java,Sat Sep 20 23:18:46 CST 2025,11,2
SirChri/employee-shift-scheduler,A simple employee shift scheduler; based on React; Java (SpringBoot) and PostgreSQL.,https://github.com/SirChri/employee-shift-scheduler,74,11115,Java,Fri Feb 13 22:03:44 CST 2026,33,12
wimdeblauwe/testcontainers-cypress,Testcontainers module for running Cypress tests,https://github.com/wimdeblauwe/testcontainers-cypress,74,321,Java,Mon Jun 29 22:44:27 CST 2026,21,5
transferwise/idempotence4j,Lightweight library for handling idempotent actions,https://github.com/transferwise/idempotence4j,73,317,Java,Thu May 07 07:43:27 CST 2026,10,4
michael-simons/wro4j-spring-boot-starter,A Spring Boot starter and auto-configuration for wro4j (http://alexo.github.io/wro4j/),https://github.com/michael-simons/wro4j-spring-boot-starter,73,605,Java,Sun Mar 01 22:03:45 CST 2026,6,6
springframeworkguru/ssc-brewery,Spring Security Core Brewery,https://github.com/springframeworkguru/ssc-brewery,73,700,Java,Tue Jun 03 13:15:35 CST 2025,995,12
hoangtien2k3/shopapp-backend,Source backend for website/mobile about electro; e-commerce using Java; using multi-language (EN; VI); and today's popular technologies,https://github.com/hoangtien2k3/shopapp-backend,71,5075,Java,Wed Jun 24 03:06:50 CST 2026,3,13
hoangsonww/Employee-Management-Fullstack-App,🧑🏻‍💻 This repository hosts the Employee Management Full-Stack App; built with a modern React frontend and a robust Java Spring Boot + Hibernate backend to provide efficient data management and an interactive & fully responsive user experience. Also provides JWT + WebAuthn passkeys for enhanced data security & protection.,https://github.com/hoangsonww/Employee-Management-Fullstack-App,71,46461,Java,Mon Jun 22 08:10:19 CST 2026,60,7
yildizmy/e-wallet,Full stack web app with React and Spring Boot used for managing digital wallet and transactions,https://github.com/yildizmy/e-wallet,71,3957,Java,Fri Nov 28 18:18:21 CST 2025,33,0
Fl1s/turron,A search system that analyzes short video snippets (2–5 secs) and finds highly accurate matches using keyframe-based perceptual hashing; Selfhosted Video Shazam;,https://github.com/Fl1s/turron,70,69175,Java,Wed May 27 06:22:28 CST 2026,5,3
scaleracademy/twitter-backend-java,Twitter Clone Backend: Moo - A Social Networking Application,https://github.com/scaleracademy/twitter-backend-java,70,262,Java,Mon Apr 06 23:13:10 CST 2026,61,5
uppnrise/distributed-rate-limiter,High-performance distributed rate limiter service with Redis backend. Supports token bucket and sliding window algorithms; dynamic configuration; and real-time metrics. Built for microservices architectures.,https://github.com/uppnrise/distributed-rate-limiter,70,3313,Java,Sat Jun 06 05:45:13 CST 2026,8,15
ivangfr/springboot-kafka-websocket,The goal of this project is to implement two Spring Boot applications: bitcoin-api and bitcoin-client. The bitcoin-api application simulates BTC price changes; while the bitcoin-client application listens to these changes and updates a real-time UI. The bitcoin-client UI is secured using Basic Authentication.,https://github.com/ivangfr/springboot-kafka-websocket,70,22663,Java,Wed Jun 24 02:44:33 CST 2026,37,0
rpamis/rpamis-security,rpamis-security; a mybatis encryption; decryption and desensitization component,https://github.com/rpamis/rpamis-security,70,2312,Java,Sun Jun 07 13:02:53 CST 2026,4,26
piomin/spring-boot-istio,Spring Boot Library for integration with Istio on Kubernetes,https://github.com/piomin/spring-boot-istio,70,242,Java,Mon Jun 29 12:13:04 CST 2026,22,1
publicdevop2019/mt-auth,Multi-tenant; RBAC for application; api and user,https://github.com/publicdevop2019/mt-auth,70,10214,Java,Sat Dec 06 16:37:26 CST 2025,18,0
piomin/spring-ai-showcase,Sample Spring AI Application with several use cases,https://github.com/piomin/spring-ai-showcase,69,4183,Java,Thu Jun 25 12:39:03 CST 2026,32,4
infinispan/infinispan-simple-tutorials,Infinispan Simple Tutorials,https://github.com/infinispan/infinispan-simple-tutorials,68,1514,Java,Tue Jun 30 10:51:50 CST 2026,68,18
piomin/sample-spring-cloud-consul,Spring Boot applications/microservices demo using Consul discovery & config ,https://github.com/piomin/sample-spring-cloud-consul,66,219,Java,Wed Jun 17 10:48:46 CST 2026,52,2
sandhiyaai/code-converter,Rule-based source code converter (Python to Java) using Spring Boot.,https://github.com/sandhiyaai/code-converter,66,45,Java,Tue May 26 23:26:12 CST 2026,0,0
vaadin/flow-spring-examples,Examples for Vaadin and Spring Boot,https://github.com/vaadin/flow-spring-examples,66,5138,Java,Fri Jun 26 07:55:18 CST 2026,42,6
aleksey-lukyanets/market,Simple web-market: Spring Boot; Thymeleaf; REST-service; Docker,https://github.com/aleksey-lukyanets/market,65,14778,Java,Wed May 06 10:45:46 CST 2026,40,5
tzolov/spring-ai-cli-chatbot,A command-line chatbot built with Spring AI that demonstrates Retrieval-Augmented Generation (RAG) and conversational memory capabilities.,https://github.com/tzolov/spring-ai-cli-chatbot,65,7319,Java,Sat Jan 03 09:10:31 CST 2026,19,0
piomin/spring-boot-tips,This repository shows the most interesting Spring Boot features,https://github.com/piomin/spring-boot-tips,64,147,Java,Fri Jun 26 18:54:32 CST 2026,15,1
CDCgov/prime-simplereport,SimpleReport is a fast; free; and easy way for COVID-19 testing facilities to report results to public health departments.,https://github.com/CDCgov/prime-simplereport,62,71627,Java,Sun May 10 09:42:28 CST 2026,63,241
qicesun/SRE-Agent-App,An Autonomous AI SRE Agent for Kubernetes; built with Java Spring Boot & LangChain4j. Implements OODA loop for self-healing.,https://github.com/qicesun/SRE-Agent-App,62,15151,Java,Sat Mar 07 16:13:45 CST 2026,2,3
sngular/scs-multiapi-plugin,This is a Maven plugin designed to help developers automatizing the creation of code classes from YML files based on AsyncApi and OpenAPI.,https://github.com/sngular/scs-multiapi-plugin,61,3335,Java,Mon Mar 23 03:39:31 CST 2026,12,20
sivaprasadreddy/testcontainers-samples,Sample projects using Testcontainers for Java,https://github.com/sivaprasadreddy/testcontainers-samples,61,1043,Java,Sun Feb 01 22:28:47 CST 2026,15,0
lbruun-net/Pre-Liquibase,Spring Boot add-on to Liquibase,https://github.com/lbruun-net/Pre-Liquibase,60,272,Java,Wed Dec 03 13:37:26 CST 2025,11,1
leecho/cola,基于SpringBoot2/SpringSecurity/SpringSocial/SpringSecurityOAuth2构建的互联网应用基础框架，包含认证中心、消息通知、安全中心和用户中心。支持Session/JWT/OAuth2认证模式，支持账号密码/短信验证码/社会化登录等登录模式。接入支付宝/微信/QQ/微信公众号/微信小程序等第三方平台，支持Web应用和App应用，可快速构建SSO平台和OpenAPI平台。,https://github.com/leecho/cola,60,159,Java,Fri Jul 11 19:42:00 CST 2025,30,2
Azure-Samples/azure-spring-apps-samples,Sample projects for Azure Spring Apps,https://github.com/Azure-Samples/azure-spring-apps-samples,60,1235,Java,Thu Jun 04 09:24:51 CST 2026,76,12
amrkhaledccd/spring-boot-jwt-social-auth,Implementing JWT authentication and integrate Facebook login with it using Spring Boot,https://github.com/amrkhaledccd/spring-boot-jwt-social-auth,60,2599,Java,Fri Feb 13 16:02:21 CST 2026,33,12
a-pavithraa/springboot-skills-marketplace,Spring Boot Skill for Claude Code and Codex,https://github.com/a-pavithraa/springboot-skills-marketplace,60,305,Java,Wed Mar 25 04:36:33 CST 2026,10,3
vaadin/skeleton-starter-flow-spring,Default project template for Vaadin using Spring Boot,https://github.com/vaadin/skeleton-starter-flow-spring,60,23780,Java,Fri Jun 26 07:54:41 CST 2026,85,4
rajadilipkolli/spring-boot-microservices-series-v2,Spring boot cloud microservices practical example series with latest technologies,https://github.com/rajadilipkolli/spring-boot-microservices-series-v2,59,7872,Java,Mon Jun 29 16:52:48 CST 2026,28,25
logchange/hofund,🗡️💥 hofund is a tool set to monitor applications; connections and discover current state of components of the system 💥🗡️,https://github.com/logchange/hofund,58,2123,Java,Wed Jun 17 06:03:00 CST 2026,4,14
sngular/scc-multiapi-converter,SCC Verifier MultiApi Converter allows us to use Spring Cloud Contract to generate contracts from an OpenApi yaml or AsyncApi yaml document,https://github.com/sngular/scc-multiapi-converter,58,2093,Java,Wed Feb 04 01:05:26 CST 2026,4,3
dtkmn/mcp-zap-server,Give AI agents a safe; self-hosted OWASP ZAP operator for guided web security scans; findings; reports; and production guardrails.,https://github.com/dtkmn/mcp-zap-server,58,3504,Java,Mon Jun 29 19:52:46 CST 2026,8,2
Zhang-986/HaustExchangePlatform,Hi there! 👋 I'm a Java backend developer currently working as a monitoring/listener intern in Hangzhou. This is my hands-on learning project where I explore fascinating monitoring technologies and build something practical for the HAUST (Henan University of Science and Technology) community.,https://github.com/Zhang-986/HaustExchangePlatform,57,433,Java,Wed Nov 05 02:03:00 CST 2025,7,2
lujiafa/houtu-dependencies,Houtu (后土) — A modern; lightweight enterprise-grade Java foundation framework based on Spring Boot / Spring Cloud; providing out-of-the-box infrastructure capabilities such as security; caching; logging; encryption; gray routing; and more.,https://github.com/lujiafa/houtu-dependencies,57,1057,Java,Thu Jun 25 03:06:51 CST 2026,6,0
alibaba/open-agent-auth,An enterprise framework implementing the Agent Operation Authorization protocol with cryptographic identity binding; fine-grained authorization; and semantic audit trails for secure AI agent operations.,https://github.com/alibaba/open-agent-auth,57,13538,Java,Sat Mar 14 21:01:07 CST 2026,5,2
David-DAM/ecommerce-api,API para gestionar un sistema de comercio electrónico.,https://github.com/David-DAM/ecommerce-api,57,274,Java,Sat Nov 08 03:36:02 CST 2025,11,0
wcmc-its/ReCiter,ReCiter: an enterprise open source author disambiguation system for academic institutions,https://github.com/wcmc-its/ReCiter,56,253738,Java,Wed Jun 24 05:43:25 CST 2026,28,14
Jackson-Wozniak/Stock-Market-Simulation,A virtual stock market and trading platform. Includes a fully simulated stock market; with dynamic price changes and news events. Simulation models a real calendar with time sped up,https://github.com/Jackson-Wozniak/Stock-Market-Simulation,56,1480,Java,Wed Apr 29 16:05:32 CST 2026,14,3
ohbus/retail-banking,Consumer Banking Application,https://github.com/ohbus/retail-banking,56,665,Java,Tue Jul 15 14:23:57 CST 2025,53,14
ITHit/WebDAVServerSamplesJava,WebDAV server examples in Java based on IT Hit WebDAV Server Library for Java,https://github.com/ITHit/WebDAVServerSamplesJava,56,28191,Java,Tue May 19 05:12:24 CST 2026,21,8
josdem/vetlog-spring-boot,Maintain your pet history organized,https://github.com/josdem/vetlog-spring-boot,55,33660,Java,Sat Jun 27 14:29:56 CST 2026,99,0
DanielLiu1123/httpexchange-spring-boot-starter,The missing starter for Spring 6 declarative HTTP client (@HttpExchange).,https://github.com/DanielLiu1123/httpexchange-spring-boot-starter,55,2783,Java,Sat Jun 27 05:44:02 CST 2026,5,0
perdian/flightlog,Flight log web application that keeps track of your personal flight history,https://github.com/perdian/flightlog,55,8113,Java,Sun Jun 28 03:18:51 CST 2026,4,0
depromeet/10mm-server,10MM; 하루 10분으로 시작하는 습관 만들기,https://github.com/depromeet/10mm-server,55,1650,Java,Tue Oct 14 08:40:01 CST 2025,2,16
DharshiBalasubramaniyam/Fullstack-E-commerce-web-application,Purely is a cloud-first microservices web application; containerized and deployed to AWS Elastic Kubernetes Service (EKS) using Helm and automated via GitHub Actions CI/CD pipelines.,https://github.com/DharshiBalasubramaniyam/Fullstack-E-commerce-web-application,55,62776,Java,Sat May 02 23:53:27 CST 2026,48,2
KingPrimes/NyxBot,warframe status bot,https://github.com/KingPrimes/NyxBot,55,51770,Java,Tue Jun 30 06:21:36 CST 2026,20,2
sivaprasadreddy/techbuzz,A place for techie to share knowledge; blog posts; tech news etc,https://github.com/sivaprasadreddy/techbuzz,55,1208,Java,Mon Sep 15 03:40:37 CST 2025,20,5
odrotbohm/tactical-ddd-workshop,Sample code for my Tactical DDD with Java workshop,https://github.com/odrotbohm/tactical-ddd-workshop,55,281,Java,Mon May 04 09:03:54 CST 2026,13,0
arafkarsh/ms-springboot-vanilla,Microservice: Java 17; 23; SpringBoot 3.5.4; & Jakarta EE 10. NFRs - Spring AOP; Exception; Logging; Micrometer; Open Telemetry; Crypto; AES Encryption for DB Passwords;  and Spring Security; JWT; KeyCloak; Alpine/Alpaquita Multi-Architecture Containers; Kubernetes; Swagger API Docs.,https://github.com/arafkarsh/ms-springboot-vanilla,54,27646,Java,Tue Sep 16 07:33:42 CST 2025,23,1
zeweihan/aiworkdeck,AI-native IDE workspace for legal and document-heavy workflows: files; agents; plugins; WPS editing; OCR; evidence chains. VS Code for lawyers.,https://github.com/zeweihan/aiworkdeck,54,239817,Java,Thu Jun 25 19:08:47 CST 2026,9,11
mirkosertic/flight-recorder-starter,This is a Spring Boot 2/3/4 Starter exposing the JDK Flight Recorder as a Spring Boot Actuator Endpoint.,https://github.com/mirkosertic/flight-recorder-starter,54,601,Java,Mon Jun 22 03:54:39 CST 2026,12,10
i-novus-llc/n2o-framework,Java и ReactJS библиотека; позволяющая создавать web приложения со сложными пользовательскими интерфейсами без глубоких знаний web технологий и frontend фреймворков. https://n2oapp.net/demo/,https://github.com/i-novus-llc/n2o-framework,53,124213,Java,Tue Jun 30 03:51:37 CST 2026,20,371
aharoJ/barbershop,Full-Stack Barbershop Management Platform – A modern system for barbers; shop owners; and clients to manage appointments; schedules; and services. Built with Spring Boot 3; PostgreSQL; Next.js; Tailwind CSS; and JWT Authentication.,https://github.com/aharoJ/barbershop,53,178567,Java,Tue Apr 28 12:38:24 CST 2026,17,0
hiwepy/ip2region-spring-boot-starter,spring-boot-starter-ip2region,https://github.com/hiwepy/ip2region-spring-boot-starter,53,8234,Java,Fri Jun 05 03:40:39 CST 2026,21,4
springframeworkguru/testing-java-junit5,Testing Java JUnit 5,https://github.com/springframeworkguru/testing-java-junit5,52,102,Java,Tue Jun 03 13:11:41 CST 2025,670,10
lets-mica/mica-example,mica 演示项目,https://github.com/lets-mica/mica-example,52,177,Java,Thu Feb 05 21:39:54 CST 2026,18,0
kbuntrock/openapi-maven-plugin,Generate openapi documentation for SpringMVC or JaxRS / Jakarta-Rest projects.,https://github.com/kbuntrock/openapi-maven-plugin,52,3450,Java,Mon Jun 22 14:03:28 CST 2026,26,16
loiane/spring-ai-angular,Sample project showcasing different capabilities from Java Spring AI with an Angular frontend,https://github.com/loiane/spring-ai-angular,52,1528,Java,Sat Jun 20 13:23:24 CST 2026,13,7
croz-ltd/nrich,Nrich is a Java library developed at CROZ whose purpose is to make development of applications on JVM a little easier.,https://github.com/croz-ltd/nrich,52,4022,Java,Tue Jun 30 06:28:45 CST 2026,6,31
Raxcl/RBlog,基于springboot + vue 实现的博客网站,https://github.com/Raxcl/RBlog,52,19453,Java,Wed Sep 10 20:35:15 CST 2025,12,2
zhule0601/fula,项目里包含了 springboot 整合 mysql 的例子; 利用 github action 打包的例子; 微信公众号开发的例子; 包含了 telegram bot 的例子; 包含了一些常用的 Docker 镜像,https://github.com/zhule0601/fula,51,129,Java,Sat Jun 20 22:30:15 CST 2026,3,3
